7.441126681832813672e-01 4.083526935538835285e-03 9.813425491966241143e-01
7.492757917644469190e-01 4.083009523340739091e-03 9.813603718669517972e-01
7.544747403574133537e-01 4.082488433791326213e-03 9.813783606537110904e-01
7.597097625387231323e-01 4.081963641474045841e-03 9.813965170033908114e-01
7.649811086097179080e-01 4.081435120808244062e-03 9.814148423743502825e-01
7.702890306084880789e-01 4.080902846047211423e-03 9.814333382367387282e-01
7.756337823219049410e-01 4.080366791281425133e-03 9.814520060732453421e-01
7.810156192977920631e-01 4.079826930431349960e-03 9.814708473781812437e-01
7.864347988571188663e-01 4.079283237248846825e-03 9.814898636579374447e-01
7.918915801063167725e-01 4.078735685317756536e-03 9.815090564313151411e-01
7.973862239496416482e-01 4.078184248051626437e-03 9.815284272293960388e-01
8.029189931016873505e-01 4.077628898695850185e-03 9.815479775961241105e-01
8.084901520999276947e-01 4.077069610320159868e-03 9.815677090873379251e-01
8.140999673173445750e-01 4.076506355824707079e-03 9.815876232719855654e-01
8.197487069752035227e-01 4.075939107931727569e-03 9.816077217310271719e-01
8.254366411558593519e-01 4.075367839194949521e-03 9.816280060591849876e-01
8.311640418156477361e-01 4.074792521989431537e-03 9.816484778635535813e-01
8.369311827979299956e-01 4.074213128514169932e-03 9.816691387642612066e-01
8.427383398461586461e-01 4.073629630789863537e-03 9.816899903943545613e-01
8.485857906170751752e-01 4.073042000661304153e-03 9.817110344004249534e-01
8.544738146939584444e-01 4.072450209792859328e-03 9.817322724421294611e-01
8.604026936000330750e-01 4.071854229670551426e-03 9.817537061927702480e-01
8.663727108119099185e-01 4.071254031596472679e-03 9.817753373386428617e-01
8.723841517731186768e-01 4.070649586694212278e-03 9.817971675801570042e-01
8.784373039077970624e-01 4.070040865902041505e-03 9.818191986309886543e-01
8.845324566344133776e-01 4.069427839975864498e-03 9.818414322188032672e-01
8.906699013795827957e-01 4.068810479487008219e-03 9.818638700851511913e-01
8.968499315920431814e-01 4.068188754819855417e-03 9.818865139853364399e-01
9.030728427566586669e-01 4.067562636175200454e-03 9.819093656892088351e-01
9.093389324085607850e-01 4.066932093562264372e-03 9.819324269801306126e-01
9.156485001473458896e-01 4.066297096806081347e-03 9.819556996564187124e-01
9.220018476514433292e-01 4.065657615540163410e-03 9.819791855304175199e-01
9.283992786925185925e-01 4.065013619208544815e-03 9.820028864290826220e-01
9.348410991499733758e-01 4.064365077062863374e-03 9.820268041937650905e-01
9.413276170256171804e-01 4.063711958163839302e-03 9.820509406807065300e-01
9.478591424583705516e-01 4.063054231379520549e-03 9.820752977610129886e-01
9.544359877390702351e-01 4.062391865382288664e-03 9.820998773204288046e-01
9.610584673254476407e-01 4.061724828651342052e-03 9.821246812599958576e-01
9.677268978571323954e-01 4.061053089469796387e-03 9.821497114958444019e-01
9.744415981708079988e-01 4.060376615921648842e-03 9.821749699589622518e-01
9.812028893154239872e-01 4.059695375898252079e-03 9.822004585964998480e-01
9.880110945675946166e-01 4.059009337086026334e-03 9.822261793700481913e-01
9.948665394470315171e-01 4.058318466977041232e-03 9.822521342576077119e-01
1.001769551732082819e+00 4.057622732859457459e-03 9.822783252523064057e-01
1.008720461475454577e+00 4.056922101821259022e-03 9.823047543632661416e-01
1.015719601019966722e+00 4.056216540748500306e-03 9.823314236155821222e-01
1.022767305014419703e+00 4.055506016323343239e-03 9.823583350502683720e-01
1.029863910429641871e+00 4.054790495022538542e-03 9.823854907242786094e-01
1.037009756574571284e+00 4.054069943119705151e-03 9.824128927111377418e-01
1.044205185112493162e+00 4.053344326681715057e-03 9.824405431006227873e-01
1.051450540077343287e+00 4.052613611566027903e-03 9.824684439985981177e-01
1.058746167890207479e+00 4.051877763425798876e-03 9.824965975281069186e-01
1.066092417375860135e+00 4.051136747703049969e-03 9.825250058285346366e-01
1.073489639779415805e+00 4.050390529630415980e-03 9.825536710561569853e-01
1.080938188783176157e+00 4.049639074227569246e-03 9.825825953838303040e-01
1.088438420523513361e+00 4.048882346306465450e-03 9.826117810021072208e-01
1.095990693607872712e+00 4.048120310464450693e-03 9.826412301183895526e-01
1.103595369131970871e+00 4.047352931083902407e-03 9.826709449571402466e-01
1.111252810697025417e+00 4.046580172334322302e-03 9.827009277604884518e-01
1.118963384427158259e+00 4.045801998168760232e-03 9.827311807879229866e-01
1.126727458986864105e+00 4.045018372325986065e-03 9.827617063169108436e-01
1.134545405598691881e+00 4.044229258324416425e-03 9.827925066421850930e-01
1.142417598060968098e+00 4.043434619466258068e-03 9.828235840766860187e-01
1.150344412765638813e+00 4.042634418835217187e-03 9.828549409514598656e-01
1.158326228716324069e+00 4.041828619291988264e-03 9.828865796151987633e-01
1.166363427546409870e+00 4.041017183479033228e-03 9.829185024352866673e-01
1.174456393537267829e+00 4.040200073816747721e-03 9.829507117974473074e-01
1.182605513636684424e+00 4.039377252501504326e-03 9.829832101056996674e-01
1.190811177477324678e+00 4.038548681506957082e-03 9.830159997828409324e-01
1.199073777395381013e+00 4.037714322581722158e-03 9.830490832703404624e-01
1.207393708449292946e+00 4.036874137248592891e-03 9.830824630284836774e-01
1.215771368438693711e+00 4.036028086807071612e-03 9.831161415370570644e-01
1.224207157923402400e+00 4.035176132324543377e-03 9.831501212941845536e-01
1.232701480242545111e+00 4.034318234644095232e-03 9.831844048178688400e-01
1.241254741533898587e+00 4.033454354377554764e-03 9.832189946451341811e-01
1.249867350753281148e+00 4.032584451909118281e-03 9.832538933328857089e-01
1.258539719694073744e+00 4.031708487390772006e-03 9.832891034574372524e-01
1.267272263006971045e+00 4.030826420742940862e-03 9.833246276148891463e-01
1.276065398219764502e+00 4.029938211653441571e-03 9.833604684212277069e-01
1.284919545757329029e+00 4.029043819578284093e-03 9.833966285127283546e-01
1.293835128961680736e+00 4.028143203736711184e-03 9.834331105454180433e-01
1.302812574112281130e+00 4.027236323116094655e-03 9.834699171961440722e-01
1.311852310446388392e+00 4.026323136466230732e-03 9.835070511619155020e-01
1.320954770179548099e+00 4.025403602299216024e-03 9.835445151601529545e-01
1.330120388526321085e+00 4.024477678892085172e-03 9.835823119293884975e-01
1.339349603721063486e+00 4.023545324281641369e-03 9.836204442286934357e-01
1.348642857038844234e+00 4.022606496266389713e-03 9.836589148382610670e-01
1.358000592816610119e+00 4.021661152405116464e-03 9.836977265594456510e-01
1.367423258474388170e+00 4.020709250015692092e-03 9.837368822148350178e-01
1.376911304536698522e+00 4.019750746172863834e-03 9.837763846481587526e-01
1.386465184654051663e+00 4.018785597711364323e-03 9.838162367250607998e-01
1.396085355624705038e+00 4.017813761221325844e-03 9.838564413326206237e-01
1.405772277416471594e+00 4.016835193049514592e-03 9.838970013798199465e-01
1.415526413188677113e+00 4.015849849298151926e-03 9.839379197976152458e-01
1.425348229314372883e+00 4.014857685822728617e-03 9.839791995388463830e-01
1.435238195402601891e+00 4.013858658235580981e-03 9.840208435790853692e-01
1.445196784320815775e+00 4.012852721898151412e-03 9.840628549156339444e-01
1.455224472217554244e+00 4.011839831926601943e-03 9.841052365687057435e-01
1.465321738545164898e+00 4.010819943188925069e-03 9.841479915812141321e-01
1.475489066082749989e+00 4.009793010302375484e-03 9.841911230186146664e-01
1.485726940959202658e+00 4.008758987635847523e-03 9.842346339695521307e-01
1.496035852676520506e+00 4.007717829306299898e-03 9.842785275455373517e-01
1.506416294133176015e+00 4.006669489179871986e-03 9.843228068813862919e-01
1.516868761647645503e+00 4.005613920871883837e-03 9.843674751354772878e-01
1.527393754982212970e+00 4.004551077743656422e-03 9.844125354894878166e-01
1.537991777366829238e+00 4.003480912904393806e-03 9.844579911489560464e-01
1.548663335523134288e+00 4.002403379207765746e-03 9.845038453429757475e-01
1.559408939688761153e+00 4.001318429253882675e-03 9.845501013247722755e-01
1.570229103641680446e+00 4.000226015387740516e-03 9.845967623716987971e-01
1.581124344724792019e+00 3.999126089697803421e-03 9.846438317852544975e-01
1.592095183870608777e+00 3.998018604016806074e-03 9.846913128914630553e-01
1.603142145626241355e+00 3.996903509920393671e-03 9.847392090408992882e-01
1.614265758178439203e+00 3.995780758726483542e-03 9.847875236088284856e-01
1.625466553378805523e+00 3.994650301493551242e-03 9.848362599951688834e-01
1.636745066769305534e+00 3.993512089022531811e-03 9.848854216250476634e-01
1.648101837607833353e+00 3.992366071855122343e-03 9.849350119487632060e-01
1.659537408893953403e+00 3.991212200272468806e-03 9.849850344418068504e-01
1.671052327394946246e+00 3.990050424295868599e-03 9.850354926052187210e-01
1.682647143671893719e+00 3.988880693684903993e-03 9.850863899655144529e-01
1.694322412106033182e+00 3.987702957938064896e-03 9.851377300750228105e-01
1.706078690925206587e+00 3.986517166292757527e-03 9.851895165121181686e-01
1.717916542230635946e+00 3.985323267722937386e-03 9.852417528810624159e-01
1.729836532023755646e+00 3.984121210940097177e-03 9.852944428123956433e-01
1.741839230233233504e+00 3.982910944392349141e-03 9.853475899630086410e-01
1.753925210742305119e+00 3.981692416264678326e-03 9.854011980164123496e-01
1.766095051416169959e+00 3.980465574476494892e-03 9.854552706825535635e-01
1.778349334129578185e+00 3.979230366683839809e-03 9.855098116983975753e-01
1.790688644794737661e+00 3.977986740278108106e-03 9.855648248279376133e-01
1.803113573389271140e+00 3.976734642384772110e-03 9.856203138621967286e-01
1.815624713984452576e+00 3.975474019863758750e-03 9.856762826195025751e-01
1.828222664773554218e+00 3.974204819308985517e-03 9.857327349456205257e-01
1.840908028100534333e+00 3.972926987048697872e-03 9.857896747140177940e-01
1.853681410488795089e+00 3.971640469143713700e-03 9.858471058257770592e-01
1.866543422670135177e+00 3.970345211389415645e-03 9.859050322101267083e-01
1.879494679614041708e+00 3.969041159311854049e-03 9.859634578239971914e-01
1.892535800557048731e+00 3.967728258172100245e-03 9.860223866529365111e-01
1.905667409032298032e+00 3.966406452962203781e-03 9.860818227106340483e-01
1.918890132899444767e+00 3.965075688407168272e-03 9.861417700394385921e-01
1.932204604374614609e+00 3.963735908964003372e-03 9.862022327103878716e-01
1.945611460060664655e+00 3.962387058821344871e-03 9.862632148233309026e-01
1.959111340977556459e+00 3.961029081899526683e-03 9.863247205071182799e-01
1.972704892593101222e+00 3.959661921851581785e-03 9.863867539199477896e-01
1.986392764853772475e+00 3.958285522060576815e-03 9.864493192490961793e-01
2.000175612215735477e+00 3.956899825641508120e-03 9.865124207114021049e-01
2.014054093676232782e+00 3.955504775442304430e-03 9.865760625536029726e-01
2.028028872805048177e+00 3.954100314039748522e-03 9.866402490518189072e-01
2.042100617776180904e+00 3.952686383744659707e-03 9.867049845125733798e-01
2.056270001399893133e+00 3.951262926596877008e-03 9.867702732721166381e-01
2.070537701154812282e+00 3.949829884369621992e-03 9.868361196973025606e-01
2.084904399220358862e+00 3.948387198565910493e-03 9.869025281851396825e-01
2.099370782509291988e+00 3.946934810421895423e-03 9.869695031634906357e-01
2.113937542700658589e+00 3.945472660904761689e-03 9.870370490908640937e-01
2.128605376272809657e+00 3.944000690713152929e-03 9.871051704566194962e-01
2.143374984536652317e+00 3.942518840278391029e-03 9.871738717813016706e-01
2.158247073669282923e+00 3.941027049764208104e-03 9.872431576167244316e-01
2.173222354747701424e+00 3.939525259065249432e-03 9.873130325458427947e-01
2.188301543782755321e+00 3.938013407810418004e-03 9.873835011834275477e-01
2.203485361753480198e+00 3.936491435360664481e-03 9.874545681758117865e-01
2.218774534641503315e+00 3.934959280810737536e-03 9.875262382012905960e-01
2.234169793465787812e+00 3.933416882988015513e-03 9.875985159700293448e-01
2.249671874317513698e+00 3.931864180455556072e-03 9.876714062246719772e-01
2.265281518395381610e+00 3.930301111508419445e-03 9.877449137398200962e-01
2.280999472040996068e+00 3.928727614177708605e-03 9.878190433227979073e-01
2.296826486774496079e+00 3.927143626229237863e-03 9.878937998135097764e-01
2.312763319330597866e+00 3.925549085165488776e-03 9.879691880848493479e-01
2.328810731694720193e+00 3.923943928223000248e-03 9.880452130423320600e-01
2.344969491139362372e+00 3.922328092376942132e-03 9.881218796249284786e-01
2.361240370260900168e+00 3.920701514338383910e-03 9.881991928046683915e-01
2.377624147016453637e+00 3.919064130557098867e-03 9.882771575871657221e-01
2.394121604761118682e+00 3.917415877220509386e-03 9.883557790114918529e-01
2.410733532285345593e+00 3.915756690255479781e-03 9.884350621505179069e-01
